_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16
153,13,Ava Lewis,26,Hair Serum,Hair Care,wallet,4,9.99,2024-10-02T10:22:18.000-07:00,United Kingdom,Manchester,www.drugstore.com,94274422,1,payment successful
154,20,Benjamin Green,145,Posture Corrector,Supports and Braces,card,1,14.99,2024-10-27T02:47:46.000-07:00,Japan,Osaka,www.walgreens.com,27220847,1,payment successful
155,28,Sebastian Roberts,44,Beard Oil,Shaving and Grooming,wallet,6,6.99,2024-04-08T03:03:15.000-07:00,Italy,Naples,www.chemistwarehouse.com.au,18498805,1,payment successful
156,49,Hannah Cox,148,Neck Brace,Supports and Braces,wallet,8,16.99,2024-10-25T16:40:45.000-07:00,Netherlands,Eindhoven,www.walmart.com/pharmacy,19500415,1,payment successful
157,20,Benjamin Green,72,Tampons,Feminine Care,wallet,1,6.99,2024-08-02T23:15:33.000-07:00,Japan,Osaka,www.drugstore.com,20640150,1,payment successful
158,26,Henry Mitchell,136,Finger Splint,Supports and Braces,card,3,6.99,2024-11-10T18:45:21.000-08:00,France,Marseille,www.safeway.com/pharmacy,88455123,1,payment successful
159,40,Logan Reed,111,Laxatives,Digestive Health and Nausea,card,7,6.99,2024-05-01T12:50:07.000-07:00,Japan,Nagoya,www.walgreens.com,67660736,1,payment successful
160,42,Elijah Morgan,112,Anti-Nausea Liquid,Digestive Health and Nausea,internet banking,9,8.99,2024-10-25T04:07:46.000-07:00,Canada,Ottawa,www.walgreens.com,94787945,1,payment successful
161,11,Mia Harris,20,Interdental Brushes,Oral Care,wallet,4,4.49,2024-03-18T08:04:47.000-07:00,United States of America,Los Angeles,www.iherb.com,81551712,1,payment successful
162,2,Jane Smith,93,Cough Suppressant,"Cough, Cold, and Flu",wallet,3,7.49,2024-06-15T02:46:56.000-07:00,Canada,Toronto,www.pharmacytimes.com,35328686,1,payment successful
163,21,Harper Adams,72,Tampons,Feminine Care,card,3,6.99,2024-03-26T10:24:38.000-07:00,United States of America,Chicago,www.cvs.com,65374470,1,payment successful
164,23,Evelyn Gonzalez,141,Heel Cups,Supports and Braces,card,6,7.99,2024-09-08T21:11:18.000-07:00,United Kingdom,Birmingham,www.cvs.com,40066895,1,payment successful
165,48,Luke Richardson,2,Lubricating Eye Drops,Eye Care,wallet,8,9.99,2024-12-21T05:16:09.000-08:00,Italy,Florence,www.walgreens.com,89896068,1,payment successful
166,42,Elijah Morgan,132,Wrist Brace,Supports and Braces,card,6,10.99,2024-12-04T05:55:14.000-08:00,Canada,Ottawa,www.drugstore.com,88876289,1,payment successful
167,32,Aiden Parker,110,Antacid Tablets,Digestive Health and Nausea,card,7,4.99,2024-08-23T08:51:26.000-07:00,Canada,Calgary,www.walgreens.com,70896424,1,payment successful
168,42,Elijah Morgan,24,Hair Spray,Hair Care,card,4,7.99,2024-12-10T13:41:59.000-08:00,Canada,Ottawa,www.walgreens.com,97054789,1,payment successful
169,45,Avery Bailey,105,Hydrocortisone Cream,First Aid,wallet,8,5.99,2024-04-30T17:09:29.000-07:00,Germany,Cologne,www.pillpack.com,53002578,1,payment successful
170,31,Ella Campbell,7,Lens Wipes,Eye Care,wallet,2,11.99,2024-04-20T05:44:27.000-07:00,United States of America,Houston,www.goodrx.com,96514511,1,payment successful
171,28,Sebastian Roberts,36,Foot File,Foot Care,wallet,9,3.99,2024-05-26T16:41:11.000-07:00,Italy,Naples,www.amazon.com/pharmacy,59555610,1,payment successful
172,23,Evelyn Gonzalez,127,Insulin Syringes,Diabetes Management,card,9,19.99,2024-12-21T07:11:16.000-08:00,United Kingdom,Birmingham,www.safeway.com/pharmacy,69005975,1,payment successful
173,39,Zoe Rogers,72,Tampons,Feminine Care,card,2,6.99,2024-12-19T04:30:22.000-08:00,Netherlands,The Hague,www.walmart.com/pharmacy,68532721,1,payment successful
174,6,David Wilson,24,Hair Spray,Hair Care,wallet,7,7.99,2024-01-14T16:42:49.000-08:00,France,Paris,www.amazon.com/pharmacy,55689055,1,payment successful
175,25,ROGUEROGUE,74,Menstrual Cup,"",card,1,19.99,2024-05-05T02:11:03.000-07:00,----////----,Frankfurt,www.pillpack.com,78103282,1,----////----
176,27,Victoria Perez,19,Orthodontic Wax,Oral Care,wallet,7,1.99,2024-04-25T18:58:17.000-07:00,Spain,Seville,www.walgreens.com,98711874,1,payment successful
177,5,Emily Davis,68,Bed Protection Underpads,Incontinence,wallet,9,15.99,2024-12-07T02:58:25.000-08:00,Germany,Berlin,www.walmart.com/pharmacy,32407419,0,payment method not accepted at merchant
178,33,Scarlett Evans,39,Foot Deodorant,Foot Care,wallet,2,6.49,2024-09-12T10:21:27.000-07:00,United Kingdom,Liverpool,www.healthmart.com,31580129,1,payment successful
179,13,Ava Lewis,127,Insulin Syringes,Diabetes Management,card,5,19.99,2024-07-09T16:56:28.000-07:00,United Kingdom,Manchester,www.medicalnewstoday.com/pharmacy,34642407,1,payment successful
180,27,Victoria Perez,109,Probiotics,Digestive Health and Nausea,wallet,5,19.99,2024-11-15T17:08:35.000-08:00,Spain,Seville,www.walgreens.com,27844889,1,payment successful
181,28,Sebastian Roberts,3,Eye Itch Relief Pills,Eye Care,card,3,24.99,2024-12-22T13:50:58.000-08:00,Italy,Naples,www.mysmartpharmacy.com,69805205,1,payment successful
182,23,Evelyn Gonzalez,78,Body Scrub,Bath and Body,wallet,3,7.99,2024-08-09T22:44:00.000-07:00,United Kingdom,Birmingham,www.walmart.com/pharmacy,92920835,0,insufficient credit
183,46,Dylan Rivera,60,Hearing Aid Dehumidifier,Hearing Devices and Amplifiers,wallet,7,600.0,2024-01-28T18:57:02.000-08:00,France,Nice,www.cvs.com,56660830,1,payment successful
184,30,Matthew Phillips,85,Sinus Rinse,"Ear, Nose, and Throat Care",card,9,9.99,2024-03-27T04:00:03.000-07:00,Japan,Kyoto,www.chemistdirect.co.uk,51870979,1,payment successful
185,36,Samuel Stewart,27,Hair Oil,Hair Care,wallet,9,10.99,2024-06-25T10:57:48.000-07:00,France,Toulouse,www.goodrx.com,36916115,1,payment successful
186,42,Elijah Morgan,84,Ear Wax Removal Kit,"Ear, Nose, and Throat Care",wallet,7,12.99,2024-06-17T01:14:34.000-07:00,Canada,Ottawa,www.walgreens.com,66307530,1,payment successful
187,27,Victoria Perez,147,Groin Support,Supports and Braces,wallet,1,13.99,2024-11-02T19:17:11.000-07:00,Spain,Seville,www.pillpack.com,37887234,1,payment successful
188,27,Victoria Perez,144,Maternity Support Belt,Supports and Braces,wallet,3,19.99,2024-12-29T02:26:17.000-08:00,Spain,Seville,www.pharmacytimes.com,52346814,0,bank refused to authorize transaction
189,8,James Anderson,53,Hearing Aid Batteries,Hearing Devices and Amplifiers,wallet,7,530.0,2024-05-03T13:21:39.000-07:00,Italy,Rome,www.safeway.com/pharmacy,39974737,1,payment successful
190,13,Ava Lewis,6,Eye Wash,Eye Care,wallet,9,5.49,2024-07-08T14:15:21.000-07:00,United Kingdom,Manchester,www.chemistwarehouse.com.au,46998124,1,payment successful
191,25,Grace Carter,145,Posture Corrector,Supports and Braces,card,6,14.99,2024-03-31T16:17:25.000-07:00,Germany,Frankfurt,www.cvs.com,87185050,1,payment successful
192,49,Hannah Cox,121,Nicotine Lozenges,Stop Smoking,wallet,7,19.99,2024-12-26T19:47:24.000-08:00,Netherlands,Eindhoven,www.mysmartpharmacy.com,88075959,1,payment successful
193,32,Aiden Parker,70,Incontinence Wipes,Incontinence,wallet,5,5.99,2024-12-07T19:07:11.000-08:00,Canada,Calgary,www.drugstore.com,30695830,1,payment successful
194,24,Daniel Nelson,78,Body Scrub,Bath and Body,card,1,7.99,2024-12-03T21:03:52.000-08:00,Australia,Brisbane,www.medicalnewstoday.com/pharmacy,23132321,1,payment successful
195,12,Ethan Clark,45,Shaving Brush,Shaving and Grooming,card,5,7.99,2024-01-20T12:37:16.000-08:00,Canada,Vancouver,www.cvs.com,83282845,0,insufficient funds
196,36,Samuel Stewart,61,Sunscreen Lotion,Sun Care,internet banking,8,15.99,2024-04-21T05:25:48.000-07:00,France,Toulouse,www.alldaychemist.com,10356152,0,bank refused to authorize transaction
197,33,Scarlett Evans,112,Anti-Nausea Liquid,Digestive Health and Nausea,wallet,6,8.99,2024-08-22T13:50:48.000-07:00,United Kingdom,Liverpool,www.walgreens.com,88883662,1,payment successful
198,28,Sebastian Roberts,48,Shaving Gel,Shaving and Grooming,wallet,1,3.49,2024-11-14T21:51:11.000-08:00,Italy,Naples,www.chemistwarehouse.com.au,92647066,1,payment successful
199,34,Jack Edwards,47,Beard Trimmer,Shaving and Grooming,wallet,9,19.99,2024-02-03T02:44:02.000-08:00,Australia,Perth,www.healthmart.com,91371907,1,payment successful
200,22,Alexander Baker,24,Hair Spray,Hair Care,card,1,7.99,2024-01-24T09:25:48.000-08:00,Canada,Montreal,www.cvs.com,52196978,1,payment successful
201,15,Isabella Hall,50,Mustache Wax,Shaving and Grooming,wallet,1,5.49,2024-01-19T09:27:13.000-08:00,Germany,Munich,www.walgreens.com,24863718,1,payment successful
202,22,Alexander Baker,115,Blood Pressure Monitor,Home Tests and Monitoring,wallet,1,29.99,2024-02-12T08:56:34.000-08:00,Canada,Montreal,www.safeway.com/pharmacy,44501702,1,payment successful
203,49,Hannah Cox,108,Digestive Enzymes,Digestive Health and Nausea,wallet,3,14.99,2024-04-28T03:20:37.000-07:00,Netherlands,Eindhoven,www.walmart.com/pharmacy,63769774,1,payment successful
204,8,James Anderson,18,Tongue Cleaner,Oral Care,card,8,2.49,2024-11-12T21:48:44.000-08:00,Italy,Rome,www.cvs.com,30157550,1,payment successful
205,46,Dylan Rivera,101,Adhesive Bandages,First Aid,card,7,3.99,2024-04-16T12:18:41.000-07:00,France,Nice,www.safeway.com/pharmacy,20989403,1,payment successful
206,41,Abigail Cook,147,Groin Support,Supports and Braces,wallet,4,13.99,2024-07-15T09:48:49.000-07:00,United States of America,Phoenix,www.walmart.com/pharmacy,27975050,1,payment successful
207,28,Sebastian Roberts,137,Thumb Brace,Supports and Braces,wallet,5,8.99,2024-03-12T09:46:04.000-07:00,Italy,Naples,www.cvs.com,94504868,1,payment successful
208,43,Sofia Bell,12,Toothbrush,Oral Care,wallet,6,1.99,2024-03-22T21:06:06.000-07:00,United Kingdom,Leeds,www.cvs.com,37623059,1,payment successful
209,42,Elijah Morgan,7,Lens Wipes,Eye Care,card,9,11.99,2024-12-25T02:53:55.000-08:00,Canada,Ottawa,www.walgreens.com,38752553,1,payment successful
210,18,William King,85,Sinus Rinse,"Ear, Nose, and Throat Care",wallet,2,9.99,2024-07-16T03:06:46.000-07:00,Italy,Milan,www.walmart.com/pharmacy,24433569,1,payment successful
211,29,Aria Turner,131,Ankle Support,Supports and Braces,internet banking,1,12.99,2024-12-29T21:28:36.000-08:00,Netherlands,Utrecht,www.cvs.com,32718947,1,payment successful
212,46,Dylan Rivera,83,Throat Lozenges,"Ear, Nose, and Throat Care",wallet,5,5.99,2024-10-16T06:21:28.000-07:00,France,Nice,www.safeway.com/pharmacy,36158845,1,payment successful
213,25,Grace Carter,13,Mouthwash,Oral Care,wallet,3,3.49,2024-12-05T20:28:22.000-08:00,Germany,Frankfurt,www.goodrx.com,75768673,0,bank refused to authorize transaction
214,1,John Doe,145,Posture Corrector,Supports and Braces,internet banking,5,14.99,2024-12-13T09:52:27.000-08:00,United States of America,New York,www.goodrx.com,28116188,0,insufficient funds
215,9,Olivia Thomas,22,Conditioner,Hair Care,wallet,8,6.99,2024-09-10T18:16:45.000-07:00,Netherlands,Amsterdam,www.iherb.com,64036306,1,payment successful
216,26,Henry Mitchell,31,Foot Cream,Foot Care,wallet,1,8.99,2024-12-24T02:24:48.000-08:00,France,Marseille,www.walgreens.com,74905251,1,payment successful
217,41,Abigail Cook,105,Hydrocortisone Cream,First Aid,wallet,8,5.99,2024-02-17T17:58:08.000-08:00,United States of America,Phoenix,www.expresspharmacy.co.uk,48696929,0,payment method not accepted at merchant
218,47,Madison Cooper,88,Flu Relief Tablets,"Cough, Cold, and Flu",internet banking,1,9.99,2024-12-22T08:27:50.000-08:00,Spain,Bilbao,www.iherb.com,45389739,1,payment successful
219,38,Mason Morris,131,Ankle Support,Supports and Braces,wallet,1,12.99,2024-12-15T10:20:32.000-08:00,Italy,Turin,www.pillpack.com,24686926,1,payment successful
220,43,Sofia Bell,6,Eye Wash,Eye Care,card,3,5.49,2024-12-04T12:50:24.000-08:00,United Kingdom,Leeds,www.drugstore.com,38796051,0,bank refused to authorize transaction
221,32,Aiden Parker,2,Lubricating Eye Drops,Eye Care,internet banking,6,9.99,2024-09-01T01:40:15.000-07:00,Canada,Calgary,www.walgreens.com,16681977,1,payment successful
222,39,Zoe Rogers,144,Maternity Support Belt,Supports and Braces,wallet,9,19.99,2024-12-05T08:44:03.000-08:00,Netherlands,The Hague,www.goodrx.com,46867367,1,payment successful
223,11,Mia Harris,112,Anti-Nausea Liquid,Digestive Health and Nausea,card,7,8.99,2024-12-07T15:17:37.000-08:00,United States of America,Los Angeles,www.amazon.com/pharmacy,83943944,1,payment successful
224,49,Hannah Cox,129,Glucose Tablets,Diabetes Management,wallet,6,4.99,2024-07-11T07:32:44.000-07:00,Netherlands,Eindhoven,www.safeway.com/pharmacy,34047790,1,payment successful
225,31,Ella Campbell,31,Foot Cream,Foot Care,internet banking,6,8.99,2024-07-21T09:59:28.000-07:00,United States of America,Houston,www.safeway.com/pharmacy,71696246,1,payment successful
226,23,ROGUEROGUE,94,Cold and Flu Tea,XXXXXXXX,card,9,5.49,2024-12-29T21:54:12.000-08:00,"",Birmingham,www.medicalnewstoday.com/pharmacy,58391584,1,""
227,34,Jack Edwards,89,Cough Drops,"Cough, Cold, and Flu",wallet,3,3.99,2024-01-03T11:27:08.000-08:00,Australia,Perth,www.drugstore.com,21169016,1,payment successful
228,38,Mason Morris,39,Foot Deodorant,Foot Care,wallet,8,6.49,2024-12-15T23:54:42.000-08:00,Italy,Turin,www.medicalnewstoday.com/pharmacy,27228827,1,payment successful
229,14,Liam Walker,132,Wrist Brace,Supports and Braces,card,9,10.99,2024-03-29T08:31:17.000-07:00,Australia,Melbourne,www.walgreens.com,33205278,1,payment successful
230,4,Michael Brown,141,Heel Cups,Supports and Braces,card,7,7.99,2024-05-06T13:59:43.000-07:00,Australia,Sydney,www.drugstore.com,21125478,1,payment successful
231,14,Liam Walker,148,Neck Brace,Supports and Braces,wallet,4,16.99,2024-12-11T18:02:06.000-08:00,Australia,Melbourne,www.mysmartpharmacy.com,10628729,1,payment successful
232,34,Jack Edwards,92,Throat Spray,"Cough, Cold, and Flu",wallet,4,4.99,2024-08-27T15:16:10.000-07:00,Australia,Perth,www.walgreens.com,31322806,0,insufficient funds
233,25,Grace Carter,22,Conditioner,Hair Care,wallet,1,6.99,2024-05-18T12:08:50.000-07:00,Germany,Frankfurt,www.britishpharmacy.co.uk,49929340,1,payment successful
234,15,Isabella Hall,108,Digestive Enzymes,Digestive Health and Nausea,wallet,8,14.99,2024-12-10T04:50:04.000-08:00,Germany,Munich,www.amazon.com/pharmacy,82015750,1,payment successful
235,40,Logan Reed,72,Tampons,Feminine Care,wallet,8,6.99,2024-09-25T03:55:54.000-07:00,Japan,Nagoya,www.walgreens.com,91288511,1,payment successful
236,28,Sebastian Roberts,121,Nicotine Lozenges,Stop Smoking,card,2,19.99,2024-01-15T13:14:44.000-08:00,Italy,Naples,www.goodrx.com,65511281,0,insufficient funds
237,16,Noah Allen,129,Glucose Tablets,Diabetes Management,wallet,8,4.99,2024-12-25T17:27:24.000-08:00,France,Lyon,www.mysmartpharmacy.com,82478255,1,payment successful
238,12,----////----,112,Anti-Nausea Liquid,"",internet banking,9,8.99,2024-01-07T12:35:37.000-08:00,----////----,Vancouver,www.mysmartpharmacy.com,57061351,1,ROGUEROGUE
239,36,Samuel Stewart,101,Adhesive Bandages,First Aid,wallet,7,3.99,2024-06-11T17:52:25.000-07:00,France,Toulouse,www.walmart.com/pharmacy,98358445,1,payment successful
240,31,Ella Campbell,59,Hearing Aid Clips,Hearing Devices and Amplifiers,card,4,590.0,2024-04-22T21:11:32.000-07:00,United States of America,Houston,www.walgreens.com,38418049,1,payment successful
241,50,Gabriel Howard,70,Incontinence Wipes,Incontinence,internet banking,6,5.99,2024-05-12T09:48:26.000-07:00,Japan,Fukuoka,www.riteaid.com,71607260,1,payment successful
242,30,Matthew Phillips,145,Posture Corrector,Supports and Braces,upi,8,14.99,2024-01-23T23:50:08.000-08:00,Japan,Kyoto,www.pillpack.com,24808915,1,payment successful
243,33,Scarlett Evans,106,Antibiotic Ointment,First Aid,wallet,9,6.99,2024-07-04T15:29:00.000-07:00,United Kingdom,Liverpool,www.britishpharmacy.co.uk,73916686,1,payment successful
244,36,Samuel Stewart,2,Lubricating Eye Drops,Eye Care,wallet,7,9.99,2024-12-27T21:45:31.000-08:00,France,Toulouse,www.cvs.com,39463424,1,payment successful
245,14,Liam Walker,20,Interdental Brushes,Oral Care,card,8,4.49,2024-12-17T15:02:47.000-08:00,Australia,Melbourne,www.amazon.com/pharmacy,85664920,1,payment successful
246,50,Gabriel Howard,129,Glucose Tablets,Diabetes Management,internet banking,3,4.99,2024-06-08T00:31:01.000-07:00,Japan,Fukuoka,www.medicalnewstoday.com/pharmacy,34048761,1,payment successful
247,22,Alexander Baker,3,Eye Itch Relief Pills,Eye Care,wallet,3,24.99,2024-12-27T01:56:40.000-08:00,Canada,Montreal,www.walgreens.com,17450957,1,payment successful
248,35,Chloe Collins,12,Toothbrush,Oral Care,wallet,4,1.99,2024-01-02T18:35:46.000-08:00,Germany,Hamburg,www.goodrx.com,59609199,1,payment successful
249,48,Luke Richardson,50,Mustache Wax,Shaving and Grooming,card,2,5.49,2024-07-28T14:36:29.000-07:00,Italy,Florence,www.chemistdirect.co.uk,46896118,1,payment successful
250,49,Hannah Cox,62,After Sun Gel,Sun Care,wallet,9,12.99,2024-01-19T09:51:02.000-08:00,Netherlands,Eindhoven,www.expresspharmacy.co.uk,33182326,1,payment successful
251,8,James Anderson,82,Nasal Spray,"Ear, Nose, and Throat Care",wallet,6,7.99,2024-07-06T15:51:42.000-07:00,Italy,Rome,www.goodrx.com,55775851,1,payment successful
252,13,Ava Lewis,115,Blood Pressure Monitor,Home Tests and Monitoring,upi,5,29.99,2024-12-15T21:47:48.000-08:00,United Kingdom,Manchester,www.walgreens.com,51414889,1,payment successful
253,48,Luke Richardson,68,Bed Protection Underpads,Incontinence,wallet,9,15.99,2024-01-21T08:55:14.000-08:00,Italy,Florence,www.alldaychemist.com,12866578,1,payment successful
254,42,Elijah Morgan,145,Posture Corrector,Supports and Braces,wallet,5,14.99,2024-01-14T16:34:02.000-08:00,Canada,Ottawa,www.cvs.com,85656798,1,payment successful
255,30,Matthew Phillips,15,Denture Cleaner,Oral Care,wallet,6,4.99,2024-09-25T02:39:03.000-07:00,Japan,Kyoto,www.chemistdirect.co.uk,94709995,1,payment successful
256,28,Sebastian Roberts,20,Interdental Brushes,Oral Care,wallet,9,4.49,2024-03-20T10:32:59.000-07:00,Italy,Naples,www.alldaychemist.com,85895496,1,payment successful
257,14,Liam Walker,106,Antibiotic Ointment,First Aid,card,3,6.99,2024-10-25T15:47:57.000-07:00,Australia,Melbourne,www.goodrx.com,12597672,1,payment successful
258,24,Daniel Nelson,91,Chest Rub,"Cough, Cold, and Flu",internet banking,3,5.99,2024-02-17T22:50:47.000-08:00,Australia,Brisbane,www.pillpack.com,53979290,1,payment successful
259,18,William King,95,Vapor Inhaler,"Cough, Cold, and Flu",wallet,9,4.49,2024-05-30T11:05:26.000-07:00,Italy,Milan,www.goodrx.com,66018868,1,payment successful
260,18,William King,118,Cholesterol Test Kit,Home Tests and Monitoring,wallet,1,19.99,2024-02-16T20:55:22.000-08:00,Italy,Milan,www.alldaychemist.com,62866198,1,payment successful
261,31,Ella Campbell,117,Ovulation Test,Home Tests and Monitoring,wallet,8,14.99,2024-02-20T22:57:44.000-08:00,United States of America,Houston,www.walgreens.com,47958115,1,payment successful
262,30,Matthew Phillips,75,Feminine Wipes,Feminine Care,card,5,3.99,2024-10-24T06:24:16.000-07:00,Japan,Kyoto,www.goodrx.com,83862658,0,insufficient credit
263,6,David Wilson,132,Wrist Brace,Supports and Braces,card,7,10.99,2024-02-25T04:48:09.000-08:00,France,Paris,www.amazon.com/pharmacy,23098974,1,payment successful
264,6,David Wilson,94,Cold and Flu Tea,"Cough, Cold, and Flu",wallet,4,5.49,2024-05-02T20:28:26.000-07:00,France,Paris,www.cvs.com,40984190,1,payment successful
265,32,Aiden Parker,129,Glucose Tablets,Diabetes Management,wallet,6,4.99,2024-12-17T20:20:14.000-08:00,Canada,Calgary,www.cvs.com,75666537,1,payment successful
266,45,Avery Bailey,7,Lens Wipes,Eye Care,wallet,1,11.99,2024-03-05T13:04:16.000-08:00,Germany,Cologne,www.healthmart.com,82516992,0,insufficient funds
267,22,Alexander Baker,82,Nasal Spray,"Ear, Nose, and Throat Care",wallet,4,7.99,2024-04-08T02:05:33.000-07:00,Canada,Montreal,www.pillpack.com,13049849,1,payment successful
